code,name,areaCode,provinceCode,cityCode,en
110105041,"豆各庄地区",110105,11,1101,"Dou Ge Zhuang Di Qu"
110105042,"王四营地区",110105,11,1101,"Wang Si Ying Di Qu"
110105043,"东湖街道",110105,11,1101,"Dong Hu Jie Dao"
110105400,"首都机场街道",110105,11,1101,"Shou Du Ji Chang Jie Dao"
110106001,"右安门街道",110106,11,1101,"You An Men Jie Dao"
110106002,"太平桥街道",110106,11,1101,"Tai Ping Qiao Jie Dao"
110106003,"西罗园街道",110106,11,1101,"Xi Luo Yuan Jie Dao"
110106004,"大红门街道",110106,11,1101,"Da Hong Men Jie Dao"
110106005,"南苑街道",110106,11,1101,"Nan Yuan Jie Dao"
110106006,"东高地街道",110106,11,1101,"Dong Gao Di Jie Dao"
110106007,"东铁匠营街道",110106,11,1101,"Dong Tie Jiang Ying Jie Dao"
110106008,"卢沟桥街道",110106,11,1101,"Lu Gou Qiao Jie Dao"
110106009,"丰台街道",110106,11,1101,"Feng Tai Jie Dao"
110106010,"新村街道",110106,11,1101,"Xin Cun Jie Dao"
110106011,"长辛店街道",110106,11,1101,"Chang Xin Dian Jie Dao"
110106012,"云岗街道",110106,11,1101,"Yun Gang Jie Dao"
110106013,"方庄地区",110106,11,1101,"Fang Zhuang Di Qu"
110106014,"宛平城地区",110106,11,1101,"Wan Ping Cheng Di Qu"
110106015,"马家堡街道",110106,11,1101,"Ma Jia Bao Jie Dao"
110106016,"和义街道",110106,11,1101,"He Yi Jie Dao"
110106017,"卢沟桥地区",110106,11,1101,"Lu Gou Qiao Di Qu"
110106018,"花乡地区",110106,11,1101,"Hua Xiang Di Qu"
110106019,"南苑地区",110106,11,1101,"Nan Yuan Di Qu"
110106100,"长辛店镇",110106,11,1101,"Chang Xin Dian Zhen"
110106101,"王佐镇",110106,11,1101,"Wang Zuo Zhen"
110107001,"八宝山街道",110107,11,1101,"Ba Bao Shan Jie Dao"
110107002,"老山街道",110107,11,1101,"Lao Shan Jie Dao"
110107003,"八角街道",110107,11,1101,"Ba Jiao Jie Dao"
110107004,"古城街道",110107,11,1101,"Gu Cheng Jie Dao"
110107005,"苹果园街道",110107,11,1101,"Ping Guo Yuan Jie Dao"
110107006,"金顶街街道",110107,11,1101,"Jin Ding Jie Jie Dao"
110107009,"广宁街道",110107,11,1101,"Guang Ning Jie Dao"
110107010,"五里坨街道",110107,11,1101,"Wu Li Tuo Jie Dao"
110107011,"鲁谷街道",110107,11,1101,"Lu Gu Jie Dao"
110108001,"万寿路街道",110108,11,1101,"Wan Shou Lu Jie Dao"
110108002,"永定路街道",110108,11,1101,"Yong Ding Lu Jie Dao"
110108003,"羊坊店街道",110108,11,1101,"Yang Fang Dian Jie Dao"
110108004,"甘家口街道",110108,11,1101,"Gan Jia Kou Jie Dao"
110108005,"八里庄街道",110108,11,1101,"Ba Li Zhuang Jie Dao"
110108006,"紫竹院街道",110108,11,1101,"Zi Zhu Yuan Jie Dao"
110108007,"北下关街道",110108,11,1101,"Bei Xia Guan Jie Dao"
110108008,"北太平庄街道",110108,11,1101,"Bei Tai Ping Zhuang Jie Dao"
110108010,"学院路街道",110108,11,1101,"Xue Yuan Lu Jie Dao"
110108011,"中关村街道",110108,11,1101,"Zhong Guan Cun Jie Dao"
110108012,"海淀街道",110108,11,1101,"Hai Dian Jie Dao"
110108013,"青龙桥街道",110108,11,1101,"Qing Long Qiao Jie Dao"
110108014,"清华园街道",110108,11,1101,"Qing Hua Yuan Jie Dao"
110108015,"燕园街道",110108,11,1101,"Yan Yuan Jie Dao"
110108016,"香山街道",110108,11,1101,"Xiang Shan Jie Dao"
110108017,"清河街道",110108,11,1101,"Qing He Jie Dao"
110108018,"花园路街道",110108,11,1101,"Hua Yuan Lu Jie Dao"
110108019,"西三旗街道",110108,11,1101,"Xi San Qi Jie Dao"
110108020,"马连洼街道",110108,11,1101,"Ma Lian Wa Jie Dao"
110108021,"田村路街道",110108,11,1101,"Tian Cun Lu Jie Dao"
110108022,"上地街道",110108,11,1101,"Shang Di Jie Dao"
110108023,"万柳地区",110108,11,1101,"Wan Liu Di Qu"
110108024,"东升地区",110108,11,1101,"Dong Sheng Di Qu"
110108025,"曙光街道",110108,11,1101,"Shu Guang Jie Dao"
110108026,"温泉地区",110108,11,1101,"Wen Quan Di Qu"
110108027,"四季青地区",110108,11,1101,"Si Ji Qing Di Qu"
110108028,"西北旺地区",110108,11,1101,"Xi Bei Wang Di Qu"
110108029,"苏家坨地区",110108,11,1101,"Su Jia Tuo Di Qu"
110108030,"上庄地区",110108,11,1101,"Shang Zhuang Di Qu"
110109001,"大峪街道",110109,11,1101,"Da Yu Jie Dao"
110109002,"城子街道",110109,11,1101,"Cheng Zi Jie Dao"
110109003,"东辛房街道",110109,11,1101,"Dong Xin Fang Jie Dao"
110109004,"大台街道",110109,11,1101,"Da Tai Jie Dao"
110109005,"王平地区",110109,11,1101,"Wang Ping Di Qu"
110109006,"永定地区",110109,11,1101,"Yong Ding Di Qu"
110109007,"龙泉地区",110109,11,1101,"Long Quan Di Qu"
110109101,"潭柘寺镇",110109,11,1101,"Tan Zhe Si Zhen"
110109104,"军庄镇",110109,11,1101,"Jun Zhuang Zhen"
110109105,"雁翅镇",110109,11,1101,"Yan Chi Zhen"
110109106,"斋堂镇",110109,11,1101,"Zhai Tang Zhen"
110109107,"清水镇",110109,11,1101,"Qing Shui Zhen"
110109108,"妙峰山镇",110109,11,1101,"Miao Feng Shan Zhen"
110111001,"城关街道",110111,11,1101,"Cheng Guan Jie Dao"
110111002,"新镇街道",110111,11,1101,"Xin Zhen Jie Dao"
110111004,"向阳街道",110111,11,1101,"Xiang Yang Jie Dao"
110111005,"东风街道",110111,11,1101,"Dong Feng Jie Dao"
110111006,"迎风街道",110111,11,1101,"Ying Feng Jie Dao"
110111007,"星城街道",110111,11,1101,"Xing Cheng Jie Dao"
110111008,"良乡地区",110111,11,1101,"Liang Xiang Di Qu"
110111009,"周口店地区",110111,11,1101,"Zhou Kou Dian Di Qu"
110111010,"琉璃河地区",110111,11,1101,"Liu Li He Di Qu"
110111011,"拱辰街道",110111,11,1101,"Gong Chen Jie Dao"
110111012,"西潞街道",110111,11,1101,"Xi Lu Jie Dao"
110111101,"阎村镇",110111,11,1101,"Yan Cun Zhen"
110111103,"窦店镇",110111,11,1101,"Dou Dian Zhen"
110111104,"石楼镇",110111,11,1101,"Shi Lou Zhen"
110111105,"长阳镇",110111,11,1101,"Chang Yang Zhen"
110111107,"河北镇",110111,11,1101,"He Bei Zhen"
110111108,"长沟镇",110111,11,1101,"Chang Gou Zhen"
110111109,"大石窝镇",110111,11,1101,"Da Shi Wo Zhen"
110111110,"张坊镇",110111,11,1101,"Zhang Fang Zhen"
110111111,"十渡镇",110111,11,1101,"Shi Du Zhen"
110111112,"青龙湖镇",110111,11,1101,"Qing Long Hu Zhen"
110111115,"韩村河镇",110111,11,1101,"Han Cun He Zhen"
110111208,"霞云岭乡",110111,11,1101,"Xia Yun Ling Xiang"
110111209,"南窖乡",110111,11,1101,"Nan Jiao Xiang"
110111210,"佛子庄乡",110111,11,1101,"Fo Zi Zhuang Xiang"
110111211,"大安山乡",110111,11,1101,"Da An Shan Xiang"
110111212,"史家营乡",110111,11,1101,"Shi Jia Ying Xiang"
110111213,"蒲洼乡",110111,11,1101,"Pu Wa Xiang"
110112001,"中仓街道",110112,11,1101,"Zhong Cang Jie Dao"
110112002,"新华街道",110112,11,1101,"Xin Hua Jie Dao"
110112003,"北苑街道",110112,11,1101,"Bei Yuan Jie Dao"
110112004,"玉桥街道",110112,11,1101,"Yu Qiao Jie Dao"
110112005,"永顺地区",110112,11,1101,"Yong Shun Di Qu"
110112006,"梨园地区",110112,11,1101,"Li Yuan Di Qu"
110112104,"宋庄镇",110112,11,1101,"Song Zhuang Zhen"
110112105,"张家湾镇",110112,11,1101,"Zhang Jia Wan Zhen"
110112106,"漷县镇",110112,11,1101,"Kuo undefined Zhen"
110112109,"马驹桥镇",110112,11,1101,"Ma Ju Qiao Zhen"
110112110,"西集镇",110112,11,1101,"Xi Ji Zhen"
110112114,"台湖镇",110112,11,1101,"Tai Hu Zhen"
110112117,"永乐店镇",110112,11,1101,"Yong Le Dian Zhen"
110112119,"潞城镇",110112,11,1101,"Lu Cheng Zhen"
110112209,"于家务回族乡",110112,11,1101,"Yu Jia Wu Hui Zu Xiang"
110113001,"胜利街道",110113,11,1101,"Sheng Li Jie Dao"
110113002,"光明街道",110113,11,1101,"Guang Ming Jie Dao"
110113003,"仁和地区",110113,11,1101,"Ren He Di Qu"
110113004,"后沙峪地区",110113,11,1101,"Hou Sha Yu Di Qu"
110113005,"天竺地区",110113,11,1101,"Tian Zhu Di Qu"
110113006,"杨镇地区",110113,11,1101,"Yang Zhen Di Qu"
110113007,"牛栏山地区",110113,11,1101,"Niu Lan Shan Di Qu"
110113008,"南法信地区",110113,11,1101,"Nan Fa Xin Di Qu"
110113009,"马坡地区",110113,11,1101,"Ma Po Di Qu"
110113010,"石园街道",110113,11,1101,"Shi Yuan Jie Dao"
110113011,"空港街道",110113,11,1101,"Kong Gang Jie Dao"
110113012,"双丰街道",110113,11,1101,"Shuang Feng Jie Dao"
110113013,"旺泉街道",110113,11,1101,"Wang Quan Jie Dao"
110113101,"高丽营镇",110113,11,1101,"Gao Li Ying Zhen"
110113104,"李桥镇",110113,11,1101,"Li Qiao Zhen"
110113105,"李遂镇",110113,11,1101,"Li Sui Zhen"
110113106,"南彩镇",110113,11,1101,"Nan Cai Zhen"
110113108,"北务镇",110113,11,1101,"Bei Wu Zhen"
110113109,"大孙各庄镇",110113,11,1101,"Da Sun Ge Zhuang Zhen"
110113110,"张镇",110113,11,1101,"Zhang Zhen"
110113111,"龙湾屯镇",110113,11,1101,"Long Wan Tun Zhen"
110113112,"木林镇",110113,11,1101,"Mu Lin Zhen"
110113113,"北小营镇",110113,11,1101,"Bei Xiao Ying Zhen"
110113115,"北石槽镇",110113,11,1101,"Bei Shi Cao Zhen"
110113116,"赵全营镇",110113,11,1101,"Zhao Quan Ying Zhen"
110114001,"城北街道",110114,11,1101,"Cheng Bei Jie Dao"
110114002,"南口地区",110114,11,1101,"Nan Kou Di Qu"
110114003,"马池口地区",110114,11,1101,"Ma Chi Kou Di Qu"
110114004,"沙河地区",110114,11,1101,"Sha He Di Qu"
110114005,"城南街道",110114,11,1101,"Cheng Nan Jie Dao"
110114007,"东小口地区",110114,11,1101,"Dong Xiao Kou Di Qu"
110114008,"天通苑北街道",110114,11,1101,"Tian Tong Yuan Bei Jie Dao"
110114009,"天通苑南街道",110114,11,1101,"Tian Tong Yuan Nan Jie Dao"
110114010,"霍营街道",110114,11,1101,"Huo Ying Jie Dao"
110114011,"回龙观街道",110114,11,1101,"Hui Long Guan Jie Dao"
110114012,"龙泽园街道",110114,11,1101,"Long Ze Yuan Jie Dao"
110114013,"史各庄街道",110114,11,1101,"Shi Ge Zhuang Jie Dao"
110114104,"阳坊镇",110114,11,1101,"Yang Fang Zhen"
110114110,"小汤山镇",110114,11,1101,"Xiao Tang Shan Zhen"
110114111,"南邵镇",110114,11,1101,"Nan Shao Zhen"
110114112,"崔村镇",110114,11,1101,"Cui Cun Zhen"
110114113,"百善镇",110114,11,1101,"Bai Shan Zhen"
110114119,"十三陵镇",110114,11,1101,"Shi San Ling Zhen"
110114120,"延寿镇",110114,11,1101,"Yan Shou Zhen"
110115001,"兴丰街道",110115,11,1101,"Xing Feng Jie Dao"
110115002,"林校路街道",110115,11,1101,"Lin Xiao Lu Jie Dao"
110115003,"清源街道",110115,11,1101,"Qing Yuan Jie Dao"
110115004,"亦庄地区",110115,11,1101,"Yi Zhuang Di Qu"
110115005,"黄村地区",110115,11,1101,"Huang Cun Di Qu"
110115006,"旧宫地区",110115,11,1101,"Jiu Gong Di Qu"
110115007,"西红门地区",110115,11,1101,"Xi Hong Men Di Qu"
110115008,"瀛海地区",110115,11,1101,"Ying Hai Di Qu"
110115009,"观音寺街道",110115,11,1101,"Guan Yin Si Jie Dao"
110115010,"天宫院街道",110115,11,1101,"Tian Gong Yuan Jie Dao"
110115011,"高米店街道",110115,11,1101,"Gao Mi Dian Jie Dao"
110115012,"荣华街道",110115,11,1101,"Rong Hua Jie Dao"
110115013,"博兴街道",110115,11,1101,"Bo Xing Jie Dao"
110115103,"青云店镇",110115,11,1101,"Qing Yun Dian Zhen"
110115104,"采育镇",110115,11,1101,"Cai Yu Zhen"
110115105,"安定镇",110115,11,1101,"An Ding Zhen"
110115106,"礼贤镇",110115,11,1101,"Li Xian Zhen"
110115107,"榆垡镇",110115,11,1101,"Yu Fa Zhen"
110115108,"庞各庄镇",110115,11,1101,"Pang Ge Zhuang Zhen"
110115109,"北臧村镇",110115,11,1101,"Bei Zang Cun Zhen"
110115110,"魏善庄镇",110115,11,1101,"Wei Shan Zhuang Zhen"
110115111,"长子营镇",110115,11,1101,"Chang Zi Ying Zhen"
110115403,"北京经济技术开发区",110115,11,1101,"Bei Jing Jing Ji Ji Zhu Kai Fa Qu"
110115404,"中关村国家自主创新示范区大兴生物医药产业基地",110115,11,1101,"Zhong Guan Cun Guo Jia undefined Zhu Chuang Xin Shi Fan Qu Da Xing Sheng Wu Yi Yao Chan Ye Ji Di"
110115405,"国家新媒体产业基地",110115,11,1101,"Guo Jia Xin Mei Ti Chan Ye Ji Di"
110116001,"泉河街道",110116,11,1101,"Quan He Jie Dao"
110116002,"龙山街道",110116,11,1101,"Long Shan Jie Dao"
110116003,"怀柔地区",110116,11,1101,"Huai Rou Di Qu"
110116004,"雁栖地区",110116,11,1101,"Yan Qi Di Qu"
110116005,"庙城地区",110116,11,1101,"Miao Cheng Di Qu"
110116102,"北房镇",110116,11,1101,"Bei Fang Zhen"
110116103,"杨宋镇",110116,11,1101,"Yang Song Zhen"
110116105,"桥梓镇",110116,11,1101,"Qiao Zi Zhen"
110116106,"怀北镇",110116,11,1101,"Huai Bei Zhen"
110116107,"汤河口镇",110116,11,1101,"Tang He Kou Zhen"
110116108,"渤海镇",110116,11,1101,"Bo Hai Zhen"
110116109,"九渡河镇",110116,11,1101,"Jiu Du He Zhen"
110116110,"琉璃庙镇",110116,11,1101,"Liu Li Miao Zhen"
110116111,"宝山镇",110116,11,1101,"Bao Shan Zhen"
110116211,"长哨营满族乡",110116,11,1101,"Chang Shao Ying Man Zu Xiang"
110116213,"喇叭沟门满族乡",110116,11,1101,"La Ba Gou Men Man Zu Xiang"
110116400,"北京雁栖经济开发区",110116,11,1101,"Bei Jing Yan Qi Jing Ji Kai Fa Qu"
110117001,"滨河街道",110117,11,1101,"Bin He Jie Dao"
110117002,"兴谷街道",110117,11,1101,"Xing Gu Jie Dao"
110117003,"渔阳地区",110117,11,1101,"Yu Yang Di Qu"
110117004,"峪口地区",110117,11,1101,"Yu Kou Di Qu"
110117005,"马坊地区",110117,11,1101,"Ma Fang Di Qu"
110117006,"金海湖地区",110117,11,1101,"Jin Hai Hu Di Qu"
110117101,"东高村镇",110117,11,1101,"Dong Gao Cun Zhen"
110117102,"山东庄镇",110117,11,1101,"Shan Dong Zhuang Zhen"
110117104,"南独乐河镇",110117,11,1101,"Nan Du Le He Zhen"
110117105,"大华山镇",110117,11,1101,"Da Hua Shan Zhen"
110117106,"夏各庄镇",110117,11,1101,"Xia Ge Zhuang Zhen"
110117108,"马昌营镇",110117,11,1101,"Ma Chang Ying Zhen"
110117110,"王辛庄镇",110117,11,1101,"Wang Xin Zhuang Zhen"
110117111,"大兴庄镇",110117,11,1101,"Da Xing Zhuang Zhen"
110117112,"刘家店镇",110117,11,1101,"Liu Jia Dian Zhen"
110117114,"镇罗营镇",110117,11,1101,"Zhen Luo Ying Zhen"
110117213,"黄松峪乡",110117,11,1101,"Huang Song Yu Xiang"
110117214,"熊儿寨乡",110117,11,1101,"Xiong Er Zhai Xiang"
110118001,"鼓楼街道",110118,11,1101,"Gu Lou Jie Dao"
110118002,"果园街道",110118,11,1101,"Guo Yuan Jie Dao"
110118003,"檀营地区",110118,11,1101,"Tan Ying Di Qu"
110118100,"密云镇",110118,11,1101,"Mi Yun Zhen"
110118101,"溪翁庄镇",110118,11,1101,"Xi Weng Zhuang Zhen"
110118102,"西田各庄镇",110118,11,1101,"Xi Tian Ge Zhuang Zhen"
110118103,"十里堡镇",110118,11,1101,"Shi Li Bao Zhen"
110118104,"河南寨镇",110118,11,1101,"He Nan Zhai Zhen"
110118105,"巨各庄镇",110118,11,1101,"Ju Ge Zhuang Zhen"
110118106,"穆家峪镇",110118,11,1101,"Mu Jia Yu Zhen"
110118107,"太师屯镇",110118,11,1101,"Tai Shi Tun Zhen"
110118108,"高岭镇",110118,11,1101,"Gao Ling Zhen"
110118109,"不老屯镇",110118,11,1101,"Bu Lao Tun Zhen"
110118110,"冯家峪镇",110118,11,1101,"Feng Jia Yu Zhen"
110118111,"古北口镇",110118,11,1101,"Gu Bei Kou Zhen"
110118112,"大城子镇",110118,11,1101,"Da Cheng Zi Zhen"
110118113,"东邵渠镇",110118,11,1101,"Dong Shao Qu Zhen"
110118114,"北庄镇",110118,11,1101,"Bei Zhuang Zhen"
110118115,"新城子镇",110118,11,1101,"Xin Cheng Zi Zhen"
110118116,"石城镇",110118,11,1101,"Shi Cheng Zhen"
110118400,"北京密云经济开发区",110118,11,1101,"Bei Jing Mi Yun Jing Ji Kai Fa Qu"
110119001,"百泉街道",110119,11,1101,"Bai Quan Jie Dao"
110119002,"香水园街道",110119,11,1101,"Xiang Shui Yuan Jie Dao"
110119003,"儒林街道",110119,11,1101,"Ru Lin Jie Dao"
110119100,"延庆镇",110119,11,1101,"Yan Qing Zhen"
110119101,"康庄镇",110119,11,1101,"Kang Zhuang Zhen"
110119102,"八达岭镇",110119,11,1101,"Ba Da Ling Zhen"
110119103,"永宁镇",110119,11,1101,"Yong Ning Zhen"
110119104,"旧县镇",110119,11,1101,"Jiu undefined Zhen"
110119105,"张山营镇",110119,11,1101,"Zhang Shan Ying Zhen"
110119106,"四海镇",110119,11,1101,"Si Hai Zhen"
110119107,"千家店镇",110119,11,1101,"Qian Jia Dian Zhen"
110119108,"沈家营镇",110119,11,1101,"Shen Jia Ying Zhen"
110119109,"大榆树镇",110119,11,1101,"Da Yu Shu Zhen"
110119110,"井庄镇",110119,11,1101,"Jing Zhuang Zhen"
110119200,"大庄科乡",110119,11,1101,"Da Zhuang Ke Xiang"
110119201,"刘斌堡乡",110119,11,1101,"Liu Bin Bao Xiang"
110119202,"香营乡",110119,11,1101,"Xiang Ying Xiang"
110119203,"珍珠泉乡",110119,11,1101,"Zhen Zhu Quan Xiang"
120101001,"劝业场街道",120101,12,1201,"Quan Ye Chang Jie Dao"
120101002,"小白楼街道",120101,12,1201,"Xiao Bai Lou Jie Dao"
120101003,"五大道街道",120101,12,1201,"Wu Da Dao Jie Dao"
120101004,"新兴街道",120101,12,1201,"Xin Xing Jie Dao"
120101005,"南营门街道",120101,12,1201,"Nan Ying Men Jie Dao"
120101006,"南市街道",120101,12,1201,"Nan Shi Jie Dao"
120102001,"大王庄街道",120102,12,1201,"Da Wang Zhuang Jie Dao"
120102002,"大直沽街道",120102,12,1201,"Da Zhi Gu Jie Dao"
120102003,"中山门街道",120102,12,1201,"Zhong Shan Men Jie Dao"
120102004,"富民路街道",120102,12,1201,"Fu Min Lu Jie Dao"
120102005,"二号桥街道",120102,12,1201,"Er Hao Qiao Jie Dao"
120102006,"春华街道",120102,12,1201,"Chun Hua Jie Dao"
120102007,"唐家口街道",120102,12,1201,"Tang Jia Kou Jie Dao"
120102008,"向阳楼街道",120102,12,1201,"Xiang Yang Lou Jie Dao"
120102009,"常州道街道",120102,12,1201,"Chang Zhou Dao Jie Dao"
120102010,"上杭路街道",120102,12,1201,"Shang Hang Lu Jie Dao"
120102011,"东新街道",120102,12,1201,"Dong Xin Jie Dao"
120102012,"鲁山道街道",120102,12,1201,"Lu Shan Dao Jie Dao"
120102013,"天津铁厂街道",120102,12,1201,"Tian Jin Tie Han Jie Dao"
120103001,"大营门街道",120103,12,1201,"Da Ying Men Jie Dao"
120103002,"下瓦房街道",120103,12,1201,"Xia Wa Fang Jie Dao"
120103003,"桃园街道",120103,12,1201,"Tao Yuan Jie Dao"
120103004,"挂甲寺街道",120103,12,1201,"Gua Jia Si Jie Dao"
120103005,"马场街道",120103,12,1201,"Ma Chang Jie Dao"
120103006,"越秀路街道",120103,12,1201,"Yue Xiu Lu Jie Dao"
120103007,"友谊路街道",120103,12,1201,"You Yi Lu Jie Dao"
120103008,"天塔街道",120103,12,1201,"Tian Ta Jie Dao"
120103009,"尖山街道",120103,12,1201,"Jian Shan Jie Dao"
120103010,"陈塘庄街道",120103,12,1201,"Chen Tang Zhuang Jie Dao"
120103011,"柳林街道",120103,12,1201,"Liu Lin Jie Dao"
120103012,"东海街道",120103,12,1201,"Dong Hai Jie Dao"
120103013,"梅江街道",120103,12,1201,"Mei Jiang Jie Dao"
120104001,"长虹街道",120104,12,1201,"Chang Hong Jie Dao"
120104002,"鼓楼街道",120104,12,1201,"Gu Lou Jie Dao"
120104003,"兴南街道",120104,12,1201,"Xing Nan Jie Dao"
120104004,"广开街道",120104,12,1201,"Guang Kai Jie Dao"
120104005,"万兴街道",120104,12,1201,"Wan Xing Jie Dao"
120104006,"学府街道",120104,12,1201,"Xue Fu Jie Dao"
120104007,"向阳路街道",120104,12,1201,"Xiang Yang Lu Jie Dao"
120104008,"嘉陵道街道",120104,12,1201,"Jia Ling Dao Jie Dao"
120104009,"王顶堤街道",120104,12,1201,"Wang Ding Di Jie Dao"
120104010,"水上公园街道",120104,12,1201,"Shui Shang Gong Yuan Jie Dao"
120104011,"体育中心街道",120104,12,1201,"Ti Yu Zhong Xin Jie Dao"
120104012,"华苑街道",120104,12,1201,"Hua Yuan Jie Dao"
120105001,"光复道街道",120105,12,1201,"Guang Fu Dao Jie Dao"
120105002,"望海楼街道",120105,12,1201,"Wang Hai Lou Jie Dao"
120105003,"鸿顺里街道",120105,12,1201,"Hong Shun Li Jie Dao"
120105004,"新开河街道",120105,12,1201,"Xin Kai He Jie Dao"
120105005,"铁东路街道",120105,12,1201,"Tie Dong Lu Jie Dao"
120105006,"建昌道街道",120105,12,1201,"Jian Chang Dao Jie Dao"
120105007,"宁园街道",120105,12,1201,"Ning Yuan Jie Dao"
120105008,"王串场街道",120105,12,1201,"Wang Chuan Chang Jie Dao"
120105009,"江都路街道",120105,12,1201,"Jiang Du Lu Jie Dao"
120105010,"月牙河街道",120105,12,1201,"Yue Ya He Jie Dao"
120106001,"西于庄街道",120106,12,1201,"Xi Yu Zhuang Jie Dao"
