code,name,cityCode,provinceCode,en
150781,"满洲里市",1507,15,"Man Zhou Li City"
150783,"扎兰屯市",1507,15,"Zha Lan Tun City"
150784,"额尔古纳市",1507,15,"E Er Gu Na City"
150785,"根河市",1507,15,"Gen He City"
150802,"临河区",1508,15,"Lin He District"
150821,"五原县",1508,15,"Wu Yuan County"
150822,"磴口县",1508,15,"Deng Kou County"
150823,"乌拉特前旗",1508,15,"Wu La Te Qian Qi"
150824,"乌拉特中旗",1508,15,"Wu La Te Zhong Qi"
150825,"乌拉特后旗",1508,15,"Wu La Te Hou Qi"
150826,"杭锦后旗",1508,15,"Hang Jin Hou Qi"
150902,"集宁区",1509,15,"Ji Ning District"
150921,"卓资县",1509,15,"Zhuo Zi County"
150922,"化德县",1509,15,"Hua De County"
150923,"商都县",1509,15,"Shang Du County"
150924,"兴和县",1509,15,"Xing He County"
150925,"凉城县",1509,15,"Liang Cheng County"
150926,"察哈尔右翼前旗",1509,15,"Cha Ha Er You Yi Qian Qi"
150927,"察哈尔右翼中旗",1509,15,"Cha Ha Er You Yi Zhong Qi"
150929,"四子王旗",1509,15,"Si Zi Wang Qi"
150928,"察哈尔右翼后旗",1509,15,"Cha Ha Er You Yi Hou Qi"
150981,"丰镇市",1509,15,"Feng Zhen City"
152201,"乌兰浩特市",1522,15,"Wu Lan Hao Te City"
152202,"阿尔山市",1522,15,"A Er Shan City"
152221,"科尔沁右翼前旗",1522,15,"Ke Er Qin You Yi Qian Qi"
152222,"科尔沁右翼中旗",1522,15,"Ke Er Qin You Yi Zhong Qi"
152223,"扎赉特旗",1522,15,"Zha Lai Te Qi"
152224,"突泉县",1522,15,"Tu Quan County"
152501,"二连浩特市",1525,15,"Er Lian Hao Te City"
152502,"锡林浩特市",1525,15,"Xi Lin Hao Te City"
152522,"阿巴嘎旗",1525,15,"A Ba Ga Qi"
152523,"苏尼特左旗",1525,15,"Su Ni Te Zuo Qi"
152524,"苏尼特右旗",1525,15,"Su Ni Te You Qi"
152525,"东乌珠穆沁旗",1525,15,"Dong Wu Zhu Mu Qin Qi"
152527,"太仆寺旗",1525,15,"Tai Pu Si Qi"
152526,"西乌珠穆沁旗",1525,15,"Xi Wu Zhu Mu Qin Qi"
152528,"镶黄旗",1525,15,"Xiang Huang Qi"
152530,"正蓝旗",1525,15,"Zheng Lan Qi"
152529,"正镶白旗",1525,15,"Zheng Xiang Bai Qi"
152531,"多伦县",1525,15,"Duo Lun County"
152921,"阿拉善左旗",1529,15,"A La Shan Zuo Qi"
152922,"阿拉善右旗",1529,15,"A La Shan You Qi"
152923,"额济纳旗",1529,15,"E Ji Na Qi"
210102,"和平区",2101,21,"He Ping District"
210103,"沈河区",2101,21,"Shen He District"
210104,"大东区",2101,21,"Da Dong District"
210105,"皇姑区",2101,21,"Huang Gu District"
210106,"铁西区",2101,21,"Tie Xi District"
210111,"苏家屯区",2101,21,"Su Jia Tun District"
210112,"浑南区",2101,21,"Dong Ling District"
210113,"沈北新区",2101,21,"Shen Bei Xin District"
210114,"于洪区",2101,21,"Yu Hong District"
210115,"辽中区",2101,21,"Liao Zhong District"
210123,"康平县",2101,21,"Kang Ping County"
210124,"法库县",2101,21,"Fa Ku County"
210181,"新民市",2101,21,"Xin Min City"
210203,"西岗区",2102,21,"Xi Gang District"
210202,"中山区",2102,21,"Zhong Shan District"
210204,"沙河口区",2102,21,"Sha He Kou District"
210211,"甘井子区",2102,21,"Gan Jing Zi District"
210212,"旅顺口区",2102,21,"Lu Shun Kou District"
210213,"金州区",2102,21,"Jin Zhou District"
210214,"普兰店区",2102,21,"Pu Lan Dian District"
210224,"长海县",2102,21,"Chang Hai County"
210281,"瓦房店市",2102,21,"Wa Fang Dian City"
210283,"庄河市",2102,21,"Zhuang He City"
210302,"铁东区",2103,21,"Tie Dong District"
210303,"铁西区",2103,21,"Tie Xi District"
210304,"立山区",2103,21,"Li Shan District"
210311,"千山区",2103,21,"Qian Shan District"
210321,"台安县",2103,21,"Tai An County"
210323,"岫岩满族自治县",2103,21,"Xiu Yan Man Zu Autonomous County"
210402,"新抚区",2104,21,"Xin Fu District"
210381,"海城市",2103,21,"Hai Cheng City"
210403,"东洲区",2104,21,"Dong Zhou District"
210404,"望花区",2104,21,"Wang Hua District"
210411,"顺城区",2104,21,"Shun Cheng District"
210421,"抚顺县",2104,21,"Fu Shun County"
210422,"新宾满族自治县",2104,21,"Xin Bin Man Zu Autonomous County"
210423,"清原满族自治县",2104,21,"Qing Yuan Man Zu Autonomous County"
210502,"平山区",2105,21,"Ping Shan District"
210503,"溪湖区",2105,21,"Xi Hu District"
210504,"明山区",2105,21,"Ming Shan District"
210505,"南芬区",2105,21,"Nan Fen District"
210521,"本溪满族自治县",2105,21,"Ben Xi Man Zu Autonomous County"
210522,"桓仁满族自治县",2105,21,"Huan Ren Man Zu Autonomous County"
210602,"元宝区",2106,21,"Yuan Bao District"
210603,"振兴区",2106,21,"Zhen Xing District"
210604,"振安区",2106,21,"Zhen An District"
210624,"宽甸满族自治县",2106,21,"Kuan Dian Man Zu Autonomous County"
210681,"东港市",2106,21,"Dong Gang City"
210682,"凤城市",2106,21,"Feng Cheng City"
210702,"古塔区",2107,21,"Gu Ta District"
210703,"凌河区",2107,21,"Ling He District"
210711,"太和区",2107,21,"Tai He District"
210726,"黑山县",2107,21,"Hei Shan County"
210727,"义县",2107,21,"Yi County"
210781,"凌海市",2107,21,"Ling Hai City"
210782,"北镇市",2107,21,"Bei Zhen City"
210802,"站前区",2108,21,"Zhan Qian District"
210803,"西市区",2108,21,"Xi Shi District"
210804,"鲅鱼圈区",2108,21,"Bo Yu Quan District"
210811,"老边区",2108,21,"Lao Bian District"
210881,"盖州市",2108,21,"Gai Zhou City"
210882,"大石桥市",2108,21,"Da Shi Qiao City"
210902,"海州区",2109,21,"Hai Zhou District"
210903,"新邱区",2109,21,"Xin Qiu District"
210904,"太平区",2109,21,"Tai Ping District"
210905,"清河门区",2109,21,"Qing He Men District"
210911,"细河区",2109,21,"Xi He District"
210921,"阜新蒙古族自治县",2109,21,"Fu Xin Meng Gu Zu Autonomous County"
210922,"彰武县",2109,21,"Zhang Wu County"
211003,"文圣区",2110,21,"Wen Sheng District"
211004,"宏伟区",2110,21,"Hong Wei District"
211005,"弓长岭区",2110,21,"Gong Chang Ling District"
211011,"太子河区",2110,21,"Tai Zi He District"
211021,"辽阳县",2110,21,"Liao Yang County"
211081,"灯塔市",2110,21,"Deng Ta City"
211102,"双台子区",2111,21,"Shuang Tai Zi District"
211103,"兴隆台区",2111,21,"Xing Long Tai District"
211104,"大洼区",2111,21,"Da Wa District"
211122,"盘山县",2111,21,"Pan Shan County"
211202,"银州区",2112,21,"Yin Zhou District"
211204,"清河区",2112,21,"Qing He District"
211221,"铁岭县",2112,21,"Tie Ling County"
211223,"西丰县",2112,21,"Xi Feng County"
211224,"昌图县",2112,21,"Chang Tu County"
211281,"调兵山市",2112,21,"Diao Bing Shan City"
211282,"开原市",2112,21,"Kai Yuan City"
211302,"双塔区",2113,21,"Shuang Ta District"
211303,"龙城区",2113,21,"Long Cheng District"
211321,"朝阳县",2113,21,"Zhao Yang County"
211322,"建平县",2113,21,"Jian Ping County"
211324,"喀喇沁左翼蒙古族自治县",2113,21,"Ke La Qin Zuo Yi Meng Gu Zu Autonomous County"
211381,"北票市",2113,21,"Bei Piao City"
211382,"凌源市",2113,21,"Ling Yuan City"
211402,"连山区",2114,21,"Lian Shan District"
211403,"龙港区",2114,21,"Long Gang District"
211404,"南票区",2114,21,"Nan Piao District"
211421,"绥中县",2114,21,"Sui Zhong County"
211422,"建昌县",2114,21,"Jian Chang County"
211481,"兴城市",2114,21,"Xing Cheng City"
220102,"南关区",2201,22,"Nan Guan District"
220103,"宽城区",2201,22,"Kuan Cheng District"
220104,"朝阳区",2201,22,"Zhao Yang District"
220105,"二道区",2201,22,"Er Dao District"
220106,"绿园区",2201,22,"Lu Yuan District"
220112,"双阳区",2201,22,"Shuang Yang District"
220113,"九台区",2201,22,"Jiu Tai District"
220122,"农安县",2201,22,"Nong An County"
220182,"榆树市",2201,22,"Yu Shu City"
220183,"德惠市",2201,22,"De Hui City"
220202,"昌邑区",2202,22,"Chang Yi District"
220203,"龙潭区",2202,22,"Long Tan District"
220204,"船营区",2202,22,"Chuan Ying District"
220211,"丰满区",2202,22,"Feng Man District"
220221,"永吉县",2202,22,"Yong Ji County"
220281,"蛟河市",2202,22,"Jiao He City"
220282,"桦甸市",2202,22,"Hua Dian City"
220283,"舒兰市",2202,22,"Shu Lan City"
220284,"磐石市",2202,22,"Pan Shi City"
220302,"铁西区",2203,22,"Tie Xi District"
220303,"铁东区",2203,22,"Tie Dong District"
220322,"梨树县",2203,22,"Li Shu County"
220323,"伊通满族自治县",2203,22,"Yi Tong Man Zu Autonomous County"
220381,"公主岭市",2203,22,"Gong Zhu Ling City"
220382,"双辽市",2203,22,"Shuang Liao City"
220402,"龙山区",2204,22,"Long Shan District"
220403,"西安区",2204,22,"Xi An District"
